image,image_id,category_id,class_name,bbox,area_group
000000014439.jpg,14439,1,person,"[378.2, 40.08, 396.08, 82.94999999999999]",small
000000014439.jpg,14439,1,person,"[505.5, 114.08, 597.88, 271.71999999999997]",medium
000000014439.jpg,14439,1,person,"[578.64, 112.47, 613.76, 198.6]",medium
000000014439.jpg,14439,1,person,"[25.16, 116.99, 65.54, 154.76]",small
000000014439.jpg,14439,1,person,"[187.53, 44.57, 200.71, 61.18]",small
000000014439.jpg,14439,1,person,"[169.82, 47.27, 178.20999999999998, 61.410000000000004]",small
000000014439.jpg,14439,1,person,"[164.83, 82.07, 198.83, 166.98]",medium
000000014439.jpg,14439,27,backpack,"[100.1, 154.8, 119.58999999999999, 169.52]",small
000000014439.jpg,14439,27,backpack,"[57.54, 155.24, 92.9, 173.54000000000002]",small
000000014439.jpg,14439,27,backpack,"[64.08, 132.45, 85.42, 153.79]",small
000000014439.jpg,14439,1,person,"[103.9, 45.12, 128.18, 93.68]",small
000000014473.jpg,14473,7,train,"[0.0, 154.84, 593.21, 308.64]",large
000000014473.jpg,14473,1,person,"[320.19, 271.2, 335.55, 313.59999999999997]",small
000000014473.jpg,14473,1,person,"[277.01, 269.4, 297.55, 307.69]",small
000000014473.jpg,14473,1,person,"[201.34, 258.58, 220.56, 295.28]",small
000000014473.jpg,14473,1,person,"[155.85, 253.72, 172.67, 287.36]",small
000000014473.jpg,14473,1,person,"[119.8, 245.57, 137.37, 280.71999999999997]",small
000000014473.jpg,14473,1,person,"[77.84, 245.76, 94.49000000000001, 273.09]",small
000000014473.jpg,14473,1,person,"[25.96, 225.26, 39.14, 261.05]",small
000000015517.jpg,15517,6,bus,"[162.58, 322.33, 348.22, 406.82]",large
000000015517.jpg,15517,6,bus,"[0.0, 306.32, 127.87, 362.95]",medium
000000015517.jpg,15517,6,bus,"[230.56, 275.71, 319.23, 302.54999999999995]",medium
000000015517.jpg,15517,6,bus,"[374.72, 292.37, 489.33000000000004, 314.05]",medium
000000015517.jpg,15517,6,bus,"[361.24, 275.55, 447.92, 288.3]",small
000000015517.jpg,15517,6,bus,"[433.22, 283.28, 515.88, 312.64]",medium
000000015517.jpg,15517,6,bus,"[322.2, 285.15, 418.96999999999997, 306.32]",medium
000000015517.jpg,15517,6,bus,"[116.14, 263.04, 172.13, 282.64000000000004]",small
000000015517.jpg,15517,6,bus,"[338.57, 263.45, 403.06, 282.53]",small
000000015517.jpg,15517,6,bus,"[273.56, 262.83, 337.56, 276.15999999999997]",small
000000015517.jpg,15517,6,bus,"[489.56, 272.94, 538.3, 305.23]",small
000000015517.jpg,15517,6,bus,"[145.82, 274.98, 236.8, 297.54]",medium
000000015517.jpg,15517,6,bus,"[182.43, 270.25, 254.03, 278.13]",small
000000019109.jpg,19109,4,motorcycle,"[16.39, 255.93, 95.43, 395.71000000000004]",medium
000000019109.jpg,19109,4,motorcycle,"[71.11, 253.44, 155.64, 385.4]",medium
000000019109.jpg,19109,4,motorcycle,"[142.83, 257.36, 191.58, 376.0]",medium
000000019109.jpg,19109,4,motorcycle,"[186.17, 271.19, 320.52, 366.2]",medium
000000019109.jpg,19109,4,motorcycle,"[312.68, 251.54, 372.55, 354.44]",medium
000000019109.jpg,19109,4,motorcycle,"[361.39, 256.78, 404.64, 348.59999999999997]",medium
000000019109.jpg,19109,4,motorcycle,"[430.93, 252.95, 490.67, 338.41999999999996]",medium
000000019109.jpg,19109,4,motorcycle,"[378.59, 249.1, 461.53, 344.46]",medium
000000019109.jpg,19109,1,person,"[4.16, 219.64, 28.17, 261.62]",small
000000019109.jpg,19109,1,person,"[44.49, 224.05, 77.15, 283.08000000000004]",medium
000000019109.jpg,19109,1,person,"[347.29, 229.4, 370.68, 268.92]",small
000000019109.jpg,19109,1,person,"[286.07, 212.67, 304.53999999999996, 269.73]",small
000000019109.jpg,19109,1,person,"[445.64, 241.9, 456.09999999999997, 266.07]",small
000000019109.jpg,19109,1,person,"[552.39, 227.77, 581.77, 263.07]",small
000000019109.jpg,19109,1,person,"[540.75, 233.29, 554.61, 247.35]",small
000000019109.jpg,19109,1,person,"[596.5, 221.74, 611.41, 273.8]",small
000000019109.jpg,19109,1,person,"[25.4, 223.52, 47.78, 264.67]",small
000000019109.jpg,19109,1,person,"[366.56, 227.31, 390.14, 281.58]",small
000000019109.jpg,19109,1,person,"[0.0, 235.25, 18.0, 372.78]",medium
000000019109.jpg,19109,1,person,"[475.24, 246.99, 482.42, 250.87]",small
000000019109.jpg,19109,4,motorcycle,"[559.27, 250.04, 612.35, 325.18]",medium
000000019109.jpg,19109,4,motorcycle,"[592.04, 269.01, 620.25, 314.53]",small
000000019109.jpg,19109,4,motorcycle,"[600.4, 260.87, 639.4499999999999, 297.17]",small
000000019109.jpg,19109,4,motorcycle,"[283.79, 250.77, 340.52000000000004, 349.71000000000004]",medium
000000019109.jpg,19109,31,handbag,"[370.12, 254.35, 381.11, 264.29]",small
000000019109.jpg,19109,1,person,"[55.53, 174.84, 81.82, 232.56]",medium
000000019109.jpg,19109,4,motorcycle,"[457.22, 251.68, 527.28, 336.9]",medium
000000020571.jpg,20571,9,boat,"[121.82, 18.9, 344.35, 605.92]",large
000000020571.jpg,20571,9,boat,"[288.26, 69.92, 423.4, 379.69]",large
000000020571.jpg,20571,9,boat,"[45.88, 171.87, 62.17, 178.39000000000001]",small
000000020571.jpg,20571,9,boat,"[71.65, 168.38, 82.9, 174.91]",small
000000020571.jpg,20571,9,boat,"[87.33, 165.7, 99.38, 170.64999999999998]",small
000000020571.jpg,20571,9,boat,"[151.65, 165.7, 161.09, 171.79]",small
000000020571.jpg,20571,1,person,"[493.48, 150.62, 507.42, 189.58]",small
000000020571.jpg,20571,1,person,"[479.51, 157.51, 492.7, 186.53]",small
000000020571.jpg,20571,1,person,"[488.21, 162.07, 497.89, 187.82]",small
000000020571.jpg,20571,31,handbag,"[479.6, 168.03, 491.32000000000005, 182.08]",small
000000020571.jpg,20571,9,boat,"[183.9, 116.78, 198.62, 180.75]",small
000000020571.jpg,20571,31,handbag,"[506.48, 170.09, 512.61, 185.24]",small
000000033109.jpg,33109,3,car,"[479.33, 206.52, 508.38, 229.64000000000001]",small
000000033109.jpg,33109,3,car,"[506.05, 203.97, 528.9, 221.03]",small
000000033109.jpg,33109,6,bus,"[518.76, 184.51, 544.73, 214.14]",small
000000033109.jpg,33109,8,truck,"[201.65, 94.65, 470.82000000000005, 304.33000000000004]",large
000000033109.jpg,33109,3,car,"[129.3, 235.71, 150.34, 239.08]",small
000000033109.jpg,33109,3,car,"[480.8, 202.95, 494.33, 214.23999999999998]",small
000000033109.jpg,33109,3,car,"[469.47, 206.58, 480.44000000000005, 222.0]",small
000000033109.jpg,33109,8,truck,"[491.49, 189.4, 511.38, 208.92000000000002]",small
000000033109.jpg,33109,3,car,"[168.33, 228.76, 209.77, 238.37]",small
000000033854.jpg,33854,4,motorcycle,"[369.61, 215.5, 437.82, 261.63]",medium
000000033854.jpg,33854,4,motorcycle,"[244.39, 209.32, 345.34, 261.85]",medium
000000033854.jpg,33854,6,bus,"[480.86, 144.74, 640.0, 242.83]",large
000000033854.jpg,33854,3,car,"[418.4, 222.67, 640.0, 422.32]",large
000000033854.jpg,33854,3,car,"[136.88, 193.35, 165.81, 204.54999999999998]",small
000000033854.jpg,33854,3,car,"[0.96, 217.83, 269.28, 420.75]",large
000000033854.jpg,33854,1,person,"[445.96, 193.8, 454.48999999999995, 228.60000000000002]",small
000000033854.jpg,33854,1,person,"[466.84, 195.51, 486.65, 246.41]",small
000000033854.jpg,33854,1,person,"[454.41, 194.9, 464.88000000000005, 229.35000000000002]",small
000000033854.jpg,33854,1,person,"[424.02, 187.82, 436.89, 224.75]",small
000000033854.jpg,33854,1,person,"[377.63, 186.34, 401.71999999999997, 221.47]",small
000000033854.jpg,33854,1,person,"[45.15, 187.19, 57.7, 223.86]",small
000000033854.jpg,33854,1,person,"[127.91, 191.14, 131.88, 203.5]",small
000000033854.jpg,33854,1,person,"[439.18, 193.91, 447.91, 227.36]",small
000000033854.jpg,33854,1,person,"[468.04, 195.0, 472.97, 206.04]",small
000000033854.jpg,33854,1,person,"[312.04, 189.69, 329.35, 218.46]",small
000000033854.jpg,33854,3,car,"[177.12, 195.59, 196.21, 203.6]",small
000000033854.jpg,33854,4,motorcycle,"[342.2, 204.1, 387.16999999999996, 256.17]",medium
000000033854.jpg,33854,4,motorcycle,"[261.01, 218.2, 348.19, 268.90999999999997]",medium
000000033854.jpg,33854,1,person,"[392.45, 208.24, 398.93, 218.82000000000002]",small
000000033854.jpg,33854,1,person,"[405.25, 188.03, 428.71, 223.63]",small
000000033854.jpg,33854,1,person,"[462.3, 199.09, 468.84000000000003, 209.28]",small
000000034417.jpg,34417,1,person,"[381.95, 64.49, 438.16999999999996, 120.12]",medium
000000034417.jpg,34417,1,person,"[339.45, 54.81, 380.93, 122.53]",medium
000000034417.jpg,34417,1,person,"[286.98, 55.62, 311.81, 99.64]",small
000000034417.jpg,34417,1,person,"[123.41, 46.76, 159.3, 100.94999999999999]",small
000000034417.jpg,34417,1,person,"[445.12, 53.75, 479.97, 88.11]",small
000000034417.jpg,34417,32,tie,"[448.31, 71.74, 460.4, 90.38999999999999]",small
000000034417.jpg,34417,60,donut,"[63.79, 200.32, 99.44, 224.32999999999998]",small
000000034417.jpg,34417,60,donut,"[83.87, 205.14, 123.2, 230.88]",small
000000034417.jpg,34417,60,donut,"[45.54, 222.05, 60.39, 240.41000000000003]",small
000000034417.jpg,34417,60,donut,"[46.51, 230.39, 79.13, 257.53999999999996]",small
000000034417.jpg,34417,60,donut,"[103.34, 180.09, 139.74, 202.34]",small
000000034417.jpg,34417,60,donut,"[122.14, 188.04, 155.07, 208.2]",small
000000034417.jpg,34417,60,donut,"[143.87, 179.74, 176.74, 194.59]",small
000000034417.jpg,34417,60,donut,"[162.38, 185.42, 195.66, 201.76999999999998]",small
000000034417.jpg,34417,60,donut,"[176.27, 179.89, 207.24, 197.56]",small
000000034417.jpg,34417,60,donut,"[201.97, 186.86, 232.46, 202.10000000000002]",small
000000034417.jpg,34417,60,donut,"[214.16, 182.29, 241.28, 195.79]",small
000000034417.jpg,34417,60,donut,"[232.88, 186.73, 259.99, 201.25]",small
000000034417.jpg,34417,1,person,"[318.76, 76.74, 330.8, 91.03999999999999]",small
000000034417.jpg,34417,60,donut,"[261.15, 189.76, 287.9, 200.97]",small
000000036494.jpg,36494,44,bottle,"[387.95, 345.38, 395.43, 368.2]",small
000000036494.jpg,36494,44,bottle,"[290.22, 287.46, 295.15000000000003, 301.35999999999996]",small
000000036494.jpg,36494,44,bottle,"[199.04, 199.6, 202.98999999999998, 208.73]",small
000000036494.jpg,36494,85,clock,"[389.14, 38.85, 567.61, 251.46]",large
000000036494.jpg,36494,67,dining table,"[287.96, 356.36, 410.34999999999997, 416.92]",medium
000000036494.jpg,36494,1,person,"[106.79, 220.36, 143.31, 281.39]",medium
000000036494.jpg,36494,1,person,"[178.88, 266.03, 218.3, 388.85999999999996]",medium
000000036494.jpg,36494,1,person,"[374.48, 291.93, 420.33000000000004, 356.88]",medium
000000036494.jpg,36494,1,person,"[245.57, 255.01, 288.48, 348.14]",medium
000000036494.jpg,36494,1,person,"[569.99, 283.23, 611.99, 330.29]",medium
000000036494.jpg,36494,1,person,"[605.67, 276.63, 627.55, 311.40999999999997]",small
000000036494.jpg,36494,51,bowl,"[117.63, 279.85, 143.34, 298.32000000000005]",small
000000036494.jpg,36494,67,dining table,"[287.33, 297.01, 302.3, 312.24]",small
000000036494.jpg,36494,67,dining table,"[469.27, 282.94, 506.51, 295.96999999999997]",small
000000036494.jpg,36494,67,dining table,"[277.52, 271.89, 302.21999999999997, 279.52]",small
000000036494.jpg,36494,67,dining table,"[69.24, 338.95, 110.05, 369.73]",small
000000036494.jpg,36494,67,dining table,"[533.51, 317.45, 597.8199999999999, 340.45]",small
000000036494.jpg,36494,67,dining table,"[461.36, 260.3, 497.01, 276.49]",small
000000036494.jpg,36494,67,dining table,"[407.19, 342.12, 467.5, 360.93]",small
000000036494.jpg,36494,67,dining table,"[366.7, 254.18, 389.09, 258.64]",small
000000036494.jpg,36494,67,dining table,"[359.29, 281.01, 411.5, 299.28999999999996]",small
000000036494.jpg,36494,67,dining table,"[200.04, 251.77, 208.88, 260.99]",small
000000036494.jpg,36494,86,vase,"[350.24, 212.48, 358.2, 233.14]",small
000000036494.jpg,36494,1,person,"[404.05, 324.97, 457.92, 422.92]",medium
000000036494.jpg,36494,47,cup,"[286.93, 270.7, 291.69, 277.17]",small
000000036494.jpg,36494,51,bowl,"[307.14, 368.9, 331.05, 381.56]",small
000000036494.jpg,36494,62,chair,"[415.44, 376.61, 462.84, 424.01]",medium
000000036494.jpg,36494,62,chair,"[364.79, 386.81, 415.06, 423.21]",medium
000000036494.jpg,36494,62,chair,"[271.61, 389.43, 324.92, 423.93]",small
000000036494.jpg,36494,62,chair,"[34.55, 361.45, 105.24, 424.11]",medium
000000036494.jpg,36494,62,chair,"[487.62, 351.95, 523.58, 421.69]",medium
000000036494.jpg,36494,62,chair,"[616.05, 305.42, 629.49, 328.95000000000005]",small
000000036494.jpg,36494,62,chair,"[360.24, 273.1, 379.63, 288.55]",small
000000036494.jpg,36494,62,chair,"[377.47, 255.09, 396.51000000000005, 284.85]",small
000000036494.jpg,36494,62,chair,"[391.89, 274.58, 410.25, 288.34999999999997]",small
000000036494.jpg,36494,62,chair,"[533.27, 326.27, 562.26, 368.89]",small
000000036494.jpg,36494,1,person,"[315.38, 305.31, 381.01, 369.01]",medium
000000036494.jpg,36494,1,person,"[401.14, 253.9, 425.46999999999997, 289.39]",small
000000036494.jpg,36494,62,chair,"[207.92, 373.14, 265.03, 424.88]",medium
000000036494.jpg,36494,62,chair,"[569.85, 321.44, 613.54, 377.76]",medium
000000036494.jpg,36494,67,dining table,"[85.67, 362.98, 113.85, 390.04]",small
000000036494.jpg,36494,82,refrigerator,"[159.45, 200.17, 184.48999999999998, 236.58999999999997]",small
000000036494.jpg,36494,1,person,"[332.06, 344.55, 396.24, 423.4]",medium
000000036494.jpg,36494,1,person,"[507.62, 299.4, 549.27, 360.09999999999997]",medium
000000036494.jpg,36494,1,person,"[528.61, 283.55, 559.57, 318.57]",small
000000036494.jpg,36494,44,bottle,"[287.13, 264.67, 290.6, 276.23]",small
000000036494.jpg,36494,62,chair,"[261.25, 343.68, 286.31, 414.0]",small
000000036494.jpg,36494,1,person,"[224.99, 274.24, 266.35, 391.13]",medium
000000036494.jpg,36494,67,dining table,"[306.25, 316.26, 341.62, 353.21]",small
000000038829.jpg,38829,2,bicycle,"[99.17, 208.68, 283.75, 411.62]",large
000000038829.jpg,38829,2,bicycle,"[292.93, 261.56, 427.0, 408.48]",medium
000000038829.jpg,38829,4,motorcycle,"[2.38, 236.97, 110.00999999999999, 384.65999999999997]",large
000000038829.jpg,38829,1,person,"[213.98, 82.55, 348.32, 392.48]",large
000000038829.jpg,38829,1,person,"[414.09, 128.11, 452.42999999999995, 228.32]",medium
000000038829.jpg,38829,1,person,"[439.47, 127.86, 541.19, 323.61]",medium
000000038829.jpg,38829,1,person,"[311.85, 100.75, 406.85, 359.83]",large
000000038829.jpg,38829,1,person,"[584.86, 138.26, 640.0, 256.25]",medium
000000038829.jpg,38829,1,person,"[392.03, 60.98, 418.64, 133.46]",small
000000038829.jpg,38829,4,motorcycle,"[533.19, 154.39, 640.0, 241.68]",medium
000000038829.jpg,38829,27,backpack,"[166.0, 199.43, 215.9, 243.57]",medium
000000038829.jpg,38829,4,motorcycle,"[396.5, 193.75, 635.48, 362.15]",large
000000045596.jpg,45596,2,bicycle,"[161.52, 507.18, 207.97000000000003, 526.34]",small
000000045596.jpg,45596,3,car,"[326.5, 297.63, 341.73, 310.11]",small
000000045596.jpg,45596,1,person,"[123.62, 348.32, 133.15, 374.24]",small
000000045596.jpg,45596,28,umbrella,"[116.62, 339.84, 135.53, 348.53]",small
000000045596.jpg,45596,1,person,"[59.05, 397.73, 81.92999999999999, 437.44]",small
000000045596.jpg,45596,2,bicycle,"[153.26, 485.84, 228.58999999999997, 518.9399999999999]",medium
000000045596.jpg,45596,2,bicycle,"[148.6, 510.38, 227.91, 527.55]",small
000000045596.jpg,45596,2,bicycle,"[202.22, 417.79, 256.04, 455.40000000000003]",medium
000000045596.jpg,45596,2,bicycle,"[197.07, 428.5, 250.47, 468.36]",small
000000045596.jpg,45596,2,bicycle,"[192.58, 419.39, 232.07000000000002, 450.05]",small
000000045596.jpg,45596,2,bicycle,"[182.85, 445.59, 239.98, 481.04999999999995]",medium
000000045596.jpg,45596,28,umbrella,"[55.71, 383.51, 84.56, 400.78]",small
000000049761.jpg,49761,24,zebra,"[128.63, 248.72, 213.33999999999997, 298.6]",medium
000000049761.jpg,49761,24,zebra,"[345.76, 248.35, 426.8, 290.55]",medium
000000049761.jpg,49761,24,zebra,"[518.14, 233.54, 574.42, 290.61]",medium
000000049761.jpg,49761,24,zebra,"[262.95, 243.1, 350.76, 292.34]",medium
000000049761.jpg,49761,16,bird,"[486.65, 219.09, 498.03, 227.78]",small
000000049761.jpg,49761,16,bird,"[407.1, 198.71, 414.48, 206.37]",small
000000049761.jpg,49761,16,bird,"[389.23, 222.9, 395.18, 229.28]",small
000000049761.jpg,49761,16,bird,"[420.0, 217.25, 424.66, 222.5]",small
000000049761.jpg,49761,16,bird,"[441.64, 240.53, 445.62, 243.69]",small
000000049761.jpg,49761,16,bird,"[461.04, 213.29, 465.88, 220.01999999999998]",small
000000049761.jpg,49761,16,bird,"[505.41, 224.81, 509.85, 230.47]",small
000000049761.jpg,49761,16,bird,"[518.67, 205.77, 521.8399999999999, 208.66]",small
000000049761.jpg,49761,16,bird,"[364.73, 222.34, 371.84000000000003, 234.09]",small
000000049761.jpg,49761,16,bird,"[332.93, 207.03, 342.85, 212.57]",small
000000049761.jpg,49761,16,bird,"[394.88, 219.77, 403.29, 232.53]",small
000000049761.jpg,49761,16,bird,"[525.05, 203.74, 529.9799999999999, 207.13]",small
000000049761.jpg,49761,16,bird,"[466.63, 244.39, 471.65999999999997, 250.05999999999997]",small
000000050006.jpg,50006,9,boat,"[330.46, 373.89, 538.45, 419.78]",medium
000000050006.jpg,50006,9,boat,"[473.83, 325.37, 613.21, 404.75]",medium
000000050006.jpg,50006,9,boat,"[530.35, 332.9, 639.23, 391.9]",medium
000000050006.jpg,50006,9,boat,"[201.08, 357.3, 339.46000000000004, 452.43]",medium
000000050006.jpg,50006,9,boat,"[5.39, 361.35, 245.92999999999998, 471.37]",large
000000050006.jpg,50006,9,boat,"[383.8, 247.91, 427.39, 285.72]",medium
000000050006.jpg,50006,9,boat,"[485.42, 260.13, 492.57, 264.15999999999997]",small
000000050006.jpg,50006,1,person,"[396.2, 262.09, 401.46999999999997, 274.59]",small
000000050006.jpg,50006,28,umbrella,"[566.53, 247.9, 582.72, 253.11]",small
000000050006.jpg,50006,1,person,"[631.63, 265.53, 638.23, 275.83]",small
000000050006.jpg,50006,28,umbrella,"[566.14, 251.89, 574.42, 253.5]",small
000000050145.jpg,50145,2,bicycle,"[152.51, 220.22, 371.52, 315.96]",medium
000000050145.jpg,50145,1,person,"[203.88, 91.89, 379.28, 319.73]",large
000000050145.jpg,50145,1,person,"[176.9, 161.08, 220.04000000000002, 225.8]",medium
000000050145.jpg,50145,1,person,"[360.62, 154.01, 388.44, 209.64]",small
000000050145.jpg,50145,28,umbrella,"[176.34, 144.28, 248.35000000000002, 164.67000000000002]",small
000000050145.jpg,50145,27,backpack,"[182.26, 186.53, 206.89, 229.21]",small
000000050145.jpg,50145,2,bicycle,"[348.73, 178.99, 388.59000000000003, 239.88]",small
000000050145.jpg,50145,2,bicycle,"[243.14, 196.46, 277.61, 230.69]",small
000000050145.jpg,50145,28,umbrella,"[425.2, 143.25, 471.84999999999997, 166.39]",small
000000050145.jpg,50145,1,person,"[470.0, 157.23, 480.0, 188.53]",small
000000050145.jpg,50145,2,bicycle,"[390.38, 185.59, 411.03, 210.78]",small
000000051938.jpg,51938,1,person,"[505.79, 207.91, 510.25, 220.82]",small
000000051938.jpg,51938,1,person,"[278.29, 158.56, 330.07000000000005, 278.29]",medium
000000051938.jpg,51938,1,person,"[412.04, 218.98, 423.38, 234.19]",small
000000051938.jpg,51938,1,person,"[361.75, 224.14, 379.37, 259.86]",small
000000051938.jpg,51938,1,person,"[405.69, 222.37, 416.51, 249.68]",small
000000051938.jpg,51938,1,person,"[528.85, 200.75, 536.64, 217.22]",small
000000051938.jpg,51938,1,person,"[496.43, 209.82, 502.11, 221.69]",small
000000051938.jpg,51938,1,person,"[270.52, 240.52, 278.07, 262.3]",small
000000051938.jpg,51938,1,person,"[399.11, 200.95, 405.72, 221.41]",small
000000051938.jpg,51938,35,skis,"[398.78, 220.67, 405.2, 222.86999999999998]",small
000000051938.jpg,51938,1,person,"[340.97, 229.6, 346.90000000000003, 242.82]",small
000000051938.jpg,51938,1,person,"[511.41, 204.73, 518.09, 215.66]",small
000000051938.jpg,51938,35,skis,"[282.3, 252.41, 319.44, 282.40999999999997]",small
000000052007.jpg,52007,6,bus,"[89.17, 60.4, 335.1, 391.19]",large
000000052007.jpg,52007,1,person,"[362.71, 237.15, 407.77, 428.34000000000003]",medium
000000052007.jpg,52007,1,person,"[315.82, 252.74, 367.03999999999996, 395.64]",medium
000000052007.jpg,52007,1,person,"[219.08, 255.51, 258.0, 313.75]",medium
000000052007.jpg,52007,1,person,"[145.57, 239.96, 190.2, 282.34000000000003]",small
000000052007.jpg,52007,1,person,"[45.01, 265.17, 50.93, 279.43]",small
000000052007.jpg,52007,1,person,"[83.84, 272.92, 87.56, 281.94]",small
000000052007.jpg,52007,32,tie,"[158.21, 264.07, 166.24, 279.69]",small
000000054967.jpg,54967,3,car,"[108.18, 425.19, 153.82, 462.55]",medium
000000054967.jpg,54967,3,car,"[108.66, 428.31, 155.06, 465.9]",medium
000000054967.jpg,54967,3,car,"[182.42, 419.2, 198.54, 435.53999999999996]",small
000000054967.jpg,54967,3,car,"[243.35, 431.16, 281.55, 466.34000000000003]",small
000000054967.jpg,54967,3,car,"[194.85, 419.32, 211.82, 430.77]",small
000000054967.jpg,54967,3,car,"[229.66, 414.84, 241.0, 425.46999999999997]",small
000000054967.jpg,54967,10,traffic light,"[98.55, 344.49, 375.65000000000003, 406.15]",small
000000054967.jpg,54967,3,car,"[150.58, 419.01, 174.3, 439.44]",small
000000054967.jpg,54967,1,person,"[385.13, 421.84, 424.0, 637.81]",medium
000000054967.jpg,54967,10,traffic light,"[216.68, 402.36, 220.19, 407.85]",small
000000054967.jpg,54967,10,traffic light,"[97.79, 400.98, 108.36000000000001, 428.17]",small
000000054967.jpg,54967,3,car,"[212.23, 433.53, 267.01, 475.76]",medium
000000054967.jpg,54967,3,car,"[3.05, 433.16, 55.779999999999994, 469.86]",medium
000000054967.jpg,54967,3,car,"[210.88, 417.6, 224.99, 429.08000000000004]",small
000000054967.jpg,54967,3,car,"[201.27, 417.83, 215.04000000000002, 429.8]",small
